Model_File,Quant_Mode,Calib_Method,High_Precision_Dtype,MHA_Status,Status,Runtime_Sec,Peak_VRAM_MB,Avg_GPU_Watts,Avg_CPU_Watts,Avg_RAM_Watts,Total_Energy_kWh,Carbon_Produced_kg,Grid_Intensity

